adm_dong_code,pname,pid
1141058500,멘지 신촌점,1090749936
1141058500,핵밥 신촌점,1764612403
1141058500,부엉이산장 신촌점,1244968685
1141058500,백소정 신촌점,1377715253
1141058500,리틀쿠바,1015876125
1141058500,치히로 신촌점,1508831289
1141058500,맥도날드연세대점,31372631
1141058500,아웃닭 이대점,37842189
1141058500,롤링파스타 신촌점,1213806029
1141058500,착한곱창,1436458587
1141058500,연남닭발,36339744
1141058500,김판석초밥,1596269947
1141058500,완차이,1239464884
1141058500,심플리스트,1176818245
1141058500,샤브이야기 신촌기차역점,1324504046
1141058500,명물화로 신촌본점,1175110536
1141058500,보승회관 서울신촌점,1953053720
1141058500,대현매운족발 본점,36406551
1141058500,소문난집,11618531
1141058500,구씨네부엌,31292874
1141058500,부엉이돈가스 신촌점,36554511
1141058500,평화김해뒷고기 신촌점,1985788052
1141058500,에어플레인모드,1237443583
