adm_dong_code,pname,pid
1129062000,한라산도새기 정릉점,38475548
1129062000,정릉맨숀,1725555414
1129062000,토리아에즈,1585085577
1129062000,정릉 김대포 연탄구이,18316326
1129062000,대단한돈까스 서울정릉점,1064416403
1129062000,라무야끼 정릉점,1512569099
1129062000,웍스터 정릉역,1644816468
1129062000,원조감자탕 일미집 정릉점,1393529886
1129062000,한라산도새기 정릉점,38475548
1129062000,동대문엽기떡볶이 정릉점,33894789
1129062000,소우락정릉본점,287743516
1129062000,사을한리 정육식당,1339458349
1129062000,현방오백소갈비살 정릉점,1532091062
1129062000,교촌치킨 정릉1호점,11802552
1129062000,맘스터치 서경대점,36813092
1129062000,미스터전 정릉점,35545701
1129062000,송강루,18248562
1129062000,역족 튀김족발 묵은지보쌈 정릉점,1112763468
1129062000,구름파스타,37365967
1129062000,화랑식당,1937664501
1129062000,대단한돈까스 서울정릉점,1064416403
1129062000,김영희강남동태찜 정릉점,34419947
1129062000,조선부뚜막 정릉점,1507682775
1129062000,동네사람,1078598574
1129062000,후후세이지,1654475094
1129062000,청년고기장수 정릉점,1096960052
1129062000,정릉 김대포 연탄구이,18316326
